Comment[ENA_RUN],Source Name,Comment[ENA_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[developmental stage],Characteristics[organism part],Characteristics[cell type],Characteristics[division pattern],Characteristics[single cell well quality],Characteristics[batch],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[single cell isolation],Comment[library construction],Comment[end bias],Comment[input molecule],Comment[primer],Comment[spike in],Comment[spike in dilution],Comment[spike sequence file],Comment[spike concentration file],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Derived Array Data File,Comment [Derived ArrayExpress FTP file],Factor Value[developmental stage],Factor Value[division pattern],Factor Value[single cell identifier],ct
ERR1229185,ME_4cell_3_B,ERS1043876,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_3_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample86_,sequencing assay,ERX1301237,Goolam_et_al_2015_Batch1_Sample86_1.fq.gz,Goolam_et_al_2015_Batch1_Sample86_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229185/ERR1229185_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_3_B,4C
ERR1229185,ME_4cell_3_B,ERS1043876,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_3_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample86_,sequencing assay,ERX1301237,Goolam_et_al_2015_Batch1_Sample86_2.fq.gz,Goolam_et_al_2015_Batch1_Sample86_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229185/ERR1229185_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_3_B,4C
ERR1229186,ME_4cell_3_C,ERS1043877,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_3_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample3_,sequencing assay,ERX1301238,Goolam_et_al_2015_Batch1_Sample3_1.fq.gz,Goolam_et_al_2015_Batch1_Sample3_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229186/ERR1229186_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_3_C,4C
ERR1229186,ME_4cell_3_C,ERS1043877,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_3_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample3_,sequencing assay,ERX1301238,Goolam_et_al_2015_Batch1_Sample3_2.fq.gz,Goolam_et_al_2015_Batch1_Sample3_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229186/ERR1229186_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_3_C,4C
ERR1229187,ME_4cell_3_D,ERS1043878,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_3_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample15_,sequencing assay,ERX1301239,Goolam_et_al_2015_Batch1_Sample15_1.fq.gz,Goolam_et_al_2015_Batch1_Sample15_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1229187/ERR1229187_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_3_D,4C
ERR1229187,ME_4cell_3_D,ERS1043878,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_3_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample15_,sequencing assay,ERX1301239,Goolam_et_al_2015_Batch1_Sample15_2.fq.gz,Goolam_et_al_2015_Batch1_Sample15_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1229187/ERR1229187_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_3_D,4C
ERR1229188,MM_4cell_1_A,ERS1043879,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_1_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample76_,sequencing assay,ERX1301240,Goolam_et_al_2015_Batch1_Sample76_1.fq.gz,Goolam_et_al_2015_Batch1_Sample76_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1229188/ERR1229188_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_1_A,4C
ERR1229188,MM_4cell_1_A,ERS1043879,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_1_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample76_,sequencing assay,ERX1301240,Goolam_et_al_2015_Batch1_Sample76_2.fq.gz,Goolam_et_al_2015_Batch1_Sample76_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1229188/ERR1229188_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_1_A,4C
ERR1229189,MM_4cell_1_B,ERS1043880,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_1_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample88_,sequencing assay,ERX1301241,Goolam_et_al_2015_Batch1_Sample88_1.fq.gz,Goolam_et_al_2015_Batch1_Sample88_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1229189/ERR1229189_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_1_B,4C
ERR1229189,MM_4cell_1_B,ERS1043880,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_1_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample88_,sequencing assay,ERX1301241,Goolam_et_al_2015_Batch1_Sample88_2.fq.gz,Goolam_et_al_2015_Batch1_Sample88_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1229189/ERR1229189_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_1_B,4C
ERR1229190,MM_4cell_1_C,ERS1043881,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_1_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample5_,sequencing assay,ERX1301242,Goolam_et_al_2015_Batch1_Sample5_1.fq.gz,Goolam_et_al_2015_Batch1_Sample5_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1229190/ERR1229190_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_1_C,4C
ERR1229190,MM_4cell_1_C,ERS1043881,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_1_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample5_,sequencing assay,ERX1301242,Goolam_et_al_2015_Batch1_Sample5_2.fq.gz,Goolam_et_al_2015_Batch1_Sample5_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1229190/ERR1229190_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_1_C,4C
ERR1229191,MM_4cell_1_D,ERS1043882,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_1_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample17_,sequencing assay,ERX1301243,Goolam_et_al_2015_Batch1_Sample17_1.fq.gz,Goolam_et_al_2015_Batch1_Sample17_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1229191/ERR1229191_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_1_D,4C
ERR1229191,MM_4cell_1_D,ERS1043882,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_1_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample17_,sequencing assay,ERX1301243,Goolam_et_al_2015_Batch1_Sample17_2.fq.gz,Goolam_et_al_2015_Batch1_Sample17_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1229191/ERR1229191_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_1_D,4C
ERR1229192,MM_4cell_2_A,ERS1043883,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_2_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample29_,sequencing assay,ERX1301244,Goolam_et_al_2015_Batch1_Sample29_1.fq.gz,Goolam_et_al_2015_Batch1_Sample29_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1229192/ERR1229192_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_2_A,4C
ERR1229192,MM_4cell_2_A,ERS1043883,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_2_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample29_,sequencing assay,ERX1301244,Goolam_et_al_2015_Batch1_Sample29_2.fq.gz,Goolam_et_al_2015_Batch1_Sample29_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1229192/ERR1229192_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_2_A,4C
ERR1229193,MM_4cell_2_B,ERS1043884,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_2_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample41_,sequencing assay,ERX1301245,Goolam_et_al_2015_Batch1_Sample41_1.fq.gz,Goolam_et_al_2015_Batch1_Sample41_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1229193/ERR1229193_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_2_B,4C
ERR1229193,MM_4cell_2_B,ERS1043884,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_2_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample41_,sequencing assay,ERX1301245,Goolam_et_al_2015_Batch1_Sample41_2.fq.gz,Goolam_et_al_2015_Batch1_Sample41_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1229193/ERR1229193_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_2_B,4C
ERR1229194,MM_4cell_2_C,ERS1043885,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_2_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample53_,sequencing assay,ERX1301246,Goolam_et_al_2015_Batch1_Sample53_1.fq.gz,Goolam_et_al_2015_Batch1_Sample53_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1229194/ERR1229194_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_2_C,4C
ERR1229194,MM_4cell_2_C,ERS1043885,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_2_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample53_,sequencing assay,ERX1301246,Goolam_et_al_2015_Batch1_Sample53_2.fq.gz,Goolam_et_al_2015_Batch1_Sample53_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1229194/ERR1229194_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_2_C,4C
ERR1229195,MM_4cell_2_D,ERS1043886,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_2_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample65_,sequencing assay,ERX1301247,Goolam_et_al_2015_Batch1_Sample65_1.fq.gz,Goolam_et_al_2015_Batch1_Sample65_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229195/ERR1229195_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_2_D,4C
ERR1229195,MM_4cell_2_D,ERS1043886,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_2_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample65_,sequencing assay,ERX1301247,Goolam_et_al_2015_Batch1_Sample65_2.fq.gz,Goolam_et_al_2015_Batch1_Sample65_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229195/ERR1229195_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_2_D,4C
ERR1229196,MM_4cell_3_A,ERS1043887,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_3_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample77_,sequencing assay,ERX1301248,Goolam_et_al_2015_Batch1_Sample77_1.fq.gz,Goolam_et_al_2015_Batch1_Sample77_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229196/ERR1229196_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_3_A,4C
ERR1229196,MM_4cell_3_A,ERS1043887,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,MM_4cell_3_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample77_,sequencing assay,ERX1301248,Goolam_et_al_2015_Batch1_Sample77_2.fq.gz,Goolam_et_al_2015_Batch1_Sample77_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229196/ERR1229196_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - meridional,MM_4cell_3_A,4C
